index;action;page_viewed_1;page_viewed_2;page_viewed_5;page_viewed_8;page_viewed_11;page_viewed_14;page_viewed_17;open_type_cookie;page_viewed_7;Q5_q5a1;page_viewed_15;page_viewed_10;page_viewed_4;Q2_q2a2;page_viewed_13;Q4_q4a1;page_viewed_12;Q1_q1a2;Q3_q3a2;page_viewed_3;page_viewed_9;Q2_q2a1;page_viewed_6;Q3_q3a1;Q1_q1a1;page_viewed_16;Q1_q1a3;Q4_q4a2;Q4_q4a3;Q3_q3a3;Q5_q5a2;Q2_q2a3;Q5_q5a3;click2button_click2link;like_dislike_like;system_favorite;system_share;like_dislike_dislike;system_optout_CREATIVE;like_dislike_unknown;session_start;session_end
20;page_viewed_9;0.0;9.277728811986825e-05;9.277728811986825e-05;0.0041285893213341375;0.4076170153546412;0.005520248643132161;0.000695829660899012;0.0008349955930788143;0.00027833186435960477;0.002504986779236443;0.0001855545762397365;0.0003247205084195389;0.0;0.000695829660899012;0.0026441527114162452;0.26432249385350465;0.0025977640673563113;0.0006494410168390778;0.002226654914876838;0.0;4.6388644059934126e-05;0.002087488982697036;0.00013916593217980238;0.0006030523727791437;0.0010205501693185508;9.277728811986825e-05;0.0006030523727791437;0.1495105998051677;0.13424873590944936;0.00027833186435960477;0.0004638864405993413;0.00041749779653940715;0.0005102750846592754;0.00013916593217980238;0.0001855545762397365;0.00013916593217980238;9.277728811986825e-05;0.0;0.0;0.0;0.0;0.014009370506100106
21;Q2_q2a1;0.0001014455997971088;0.0009637331980725336;0.4708090286583819;0.009840223180319553;0.0008622875982754249;0.0001521683996956632;0.0001014455997971088;0.0001521683996956632;0.005173725589652549;5.07227998985544e-05;0.0;0.001014455997971088;0.0013695155972609687;0.0002028911995942176;0.0001014455997971088;0.0001521683996956632;0.0001014455997971088;0.0001521683996956632;0.005021557189956886;0.0004565051990869896;0.0005579507988840984;0.0;0.49272127821455747;0.004108546791782907;0.0006593963986812072;0.0;0.000253613999492772;0.0001521683996956632;0.0001014455997971088;0.00253613999492772;5.07227998985544e-05;5.07227998985544e-05;0.0;0.0;0.0005579507988840984;5.07227998985544e-05;0.0001014455997971088;5.07227998985544e-05;0.0;0.0001014455997971088;0.0;0.0011666243976667513
22;page_viewed_6;0.0;5.099439061703213e-05;0.0043855175930647625;0.3791432942376339;0.006680265170831209;0.0007139214686384497;0.00025497195308516065;0.0015298317185109638;0.00045894951555328913;0.0006629270780214177;0.00010198878123406426;0.004334523202447731;0.000815910249872514;0.0021927587965323812;0.00015298317185109638;0.003977562468128506;0.00025497195308516065;0.0034166241713411527;0.21473737888832228;0.00025497195308516065;0.0030596634370219276;0.00407955124936257;0.0;0.19546149923508413;0.013003569607343193;0.0;0.006323304436511984;0.0013768485466598675;0.0011218765935747067;0.12921978582355942;0.0002039775624681285;0.0006629270780214177;5.099439061703213e-05;0.00010198878123406426;0.0011218765935747067;0.0002039775624681285;0.00025497195308516065;0.0;0.0;5.099439061703213e-05;0.0;0.019581845996940336
23;Q3_q3a1;0.0;0.00010610079575596818;0.0007427055702917772;0.5493899204244032;0.010185676392572944;0.00021220159151193635;0.0002652519893899204;5.305039787798409e-05;0.0005305039787798408;0.00021220159151193635;0.00010610079575596818;0.42259946949602123;0.00010610079575596818;5.305039787798409e-05;0.0002652519893899204;0.0046684350132626;0.00021220159151193635;0.00015915119363395225;0.001909814323607427;0.00010610079575596818;0.0003183023872679045;0.0003713527851458886;0.000583554376657825;0.0;0.00010610079575596818;0.00010610079575596818;5.305039787798409e-05;0.001909814323607427;0.0022811671087533156;0.00015915119363395225;0.0;0.0;0.00010610079575596818;0.0;0.0003713527851458886;5.305039787798409e-05;0.00010610079575596818;5.305039787798409e-05;0.0;5.305039787798409e-05;0.0;0.0014854111405835544
24;Q1_q1a1;0.004568377336102047;0.4919608424799763;0.010323346188074756;0.0011272619400771284;5.932957579353308e-05;0.00011865915158706616;5.932957579353308e-05;0.00023731830317413232;0.0005339661821417977;5.932957579353308e-05;0.0;0.0;0.47167012755858795;0.004687036487689113;0.00011865915158706616;0.00011865915158706616;0.0;0.002195194304360724;0.0005932957579353308;0.00011865915158706616;0.0;0.003975081578166716;0.0003559774547611985;0.0003559774547611985;0.0;0.0;0.00023731830317413232;0.00017798872738059924;5.932957579353308e-05;0.0002966478789676654;0.0;0.0013645802432512607;0.0;0.0;0.0014832393948383269;5.932957579353308e-05;0.00011865915158706616;5.932957579353308e-05;0.0;0.0;0.0;0.0029071492138831208
25;page_viewed_16;0.0;6.792555359326178e-05;0.0;6.792555359326178e-05;0.00013585110718652356;0.005569895394647467;0.8396277679663089;0.0010188833038989268;0.0;0.04095910881673686;0.00495856541230811;0.0;0.0;0.00020377666077978535;0.00033962776796630893;0.0007471810895258796;0.0;0.00033962776796630893;0.00033962776796630893;0.0;6.792555359326178e-05;0.0002717022143730471;0.0;0.0;0.0004075533215595707;6.792555359326178e-05;6.792555359326178e-05;0.0004075533215595707;0.0002717022143730471;0.0;0.0027170221437304715;6.792555359326178e-05;0.0028528732509169948;0.023773943757641625;0.0030566499116967804;0.0008830321967124032;0.0004075533215595707;0.0004075533215595707;6.792555359326178e-05;0.0;0.0;0.06982746909387312
26;Q1_q1a3;0.0009374098644361119;0.5112489183732334;0.008148254975483127;0.0011537352177675222;7.210845111047014e-05;7.210845111047014e-05;0.0;0.00021632535333141045;0.0007931929622151717;0.0;0.0;0.00014421690222094028;0.4577444476492645;0.005840784539948082;0.00014421690222094028;0.00014421690222094028;0.0;0.0025237957888664554;0.00021632535333141045;0.00036054225555235076;0.0;0.0030285549466397463;0.00028843380444188056;0.00014421690222094028;0.00014421690222094028;0.0;0.0;0.00014421690222094028;0.0;0.00014421690222094028;0.0;0.001009518315546582;0.0;0.0;0.0012979521199884627;7.210845111047014e-05;0.00014421690222094028;0.0;7.210845111047014e-05;0.0;0.0;0.0037496394577444477
27;Q4_q4a2;0.0;0.0;7.438262421898245e-05;0.0005206783695328771;0.5440345135376377;0.0097441237726867;0.0005206783695328771;0.0001487652484379649;0.0;0.005950609937518596;0.0005950609937518596;0.0001487652484379649;0.0;7.438262421898245e-05;0.4272537935138352;0.0026033918476643858;0.0002975304968759298;0.0;7.438262421898245e-05;0.0;0.0005206783695328771;7.438262421898245e-05;0.0;0.0;0.0001487652484379649;0.00037191312109491223;0.0;0.0;0.00022314787265694734;0.0001487652484379649;0.0023058613507884558;7.438262421898245e-05;0.0015620351085986314;7.438262421898245e-05;0.0004462957453138947;0.0;0.0;0.0001487652484379649;0.0;0.0;0.0;0.0018595656054745612
28;Q4_q4a3;0.0;8.141996417521577e-05;8.141996417521577e-05;0.0002442598925256473;0.5464907995440482;0.010014655593551539;0.0003256798567008631;8.141996417521577e-05;0.0;0.005862237420615535;0.0003256798567008631;0.0;8.141996417521577e-05;0.0;0.42794333170493404;0.002035499104380394;8.141996417521577e-05;8.141996417521577e-05;0.0002442598925256473;0.0;0.0002442598925256473;0.0;0.0;0.0;0.0;0.00016283992835043154;0.0;0.0002442598925256473;0.0;0.0;0.0016283992835043153;0.0;0.001384139390978668;0.0;0.0003256798567008631;0.0;0.0;0.0;8.141996417521577e-05;0.0;0.0;0.0019540791402051783
29;Q3_q3a3;0.0;0.00016459550654267138;0.0005760842728993499;0.547197761501111;0.010204921405645625;0.0004114887663566785;0.00016459550654267138;0.0;0.00032919101308534276;0.00032919101308534276;0.0;0.42202287877540945;0.0;8.229775327133569e-05;0.0004114887663566785;0.005513949469179491;0.0004114887663566785;8.229775327133569e-05;0.0039502921570241135;0.0;0.0002468932598140071;0.0;8.229775327133569e-05;0.0;0.0;8.229775327133569e-05;0.0;0.002633528104682742;0.002633528104682742;0.0;8.229775327133569e-05;8.229775327133569e-05;0.00016459550654267138;0.0;0.00016459550654267138;0.0;8.229775327133569e-05;0.0;0.0;0.0;0.0;0.001892848325240721
30;Q5_q5a2;0.0;0.0;0.0;0.00021673168617251842;0.00043346337234503684;0.5308842652795839;0.017446900736887733;0.0;0.0;0.004551365409622887;0.001083658430862592;0.0;0.0;0.0;0.0022756827048114434;0.00010836584308625921;0.00032509752925877764;0.00010836584308625921;0.0;0.0;0.00010836584308625921;0.0;0.0;0.00010836584308625921;0.0;0.43584742089293455;0.0;0.00010836584308625921;0.0;0.0;0.0;0.0;0.0;0.00032509752925877764;0.00032509752925877764;0.0;0.0;0.0;0.0;0.00010836584308625921;0.0;0.005635023840485479
31;Q2_q2a3;0.0001178967224711153;0.0005894836123555765;0.5254656920537609;0.010846498467342609;0.0001178967224711153;0.0;0.0001178967224711153;0.0;0.4412874322093846;0.0001178967224711153;0.0;0.0004715868898844612;0.0001178967224711153;0.0002357934449422306;0.0;0.0002357934449422306;0.0;0.0003536901674133459;0.004951662343786843;0.0001178967224711153;0.0008252770572978071;0.005305352511200188;0.0004715868898844612;0.0033011082291912286;0.0003536901674133459;0.0;0.0002357934449422306;0.0004715868898844612;0.0001178967224711153;0.002357934449422306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014147606696533837
32;Q5_q5a3;0.0;0.0;0.00017683465959328028;0.00017683465959328028;0.00017683465959328028;0.5349248452696729;0.01786030061892131;0.00017683465959328028;0.0;0.005835543766578249;0.0007073386383731211;0.0;0.0;0.0;0.00035366931918656057;0.00035366931918656057;0.0005305039787798408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4305923961096375;0.0;0.00035366931918656057;0.00017683465959328028;0.0;0.0007073386383731211;0.0;0.0;0.0005305039787798408;0.00035366931918656057;0.0;0.0;0.0;0.0;0.0;0.0;0.00601237842617153
33;click2button_click2link;0.0;0.0;0.0;0.0;0.0;0.00039824771007566706;0.5201115093588212;0.001991238550378335;0.0;0.0007964954201513341;0.0;0.0;0.0;0.00039824771007566706;0.0;0.0;0.0;0.00039824771007566706;0.0;0.0;0.0;0.00039824771007566706;0.0;0.0;0.0;0.00039824771007566706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00796495420151334;0.0035842293906810036;0.0007964954201513341;0.0;0.0;0.00039824771007566706;0.0;0.46236559139784944
